事件名,严格断言数,全部断言数,受控角色数,省域数,观测起,观测止,状态
滇黔边区反蒋起义,0,2,2,0,,,strict_backbone
保护校斗争,0,2,0,0,,,context_only
七·一五学生运动,0,5,2,0,,,strict_backbone
倒夏运动,1,1,1,0,,,strict_backbone
党员发展,0,26,2,0,,,strict_backbone
浦东纶昌事件,0,3,3,0,1949-01-01,1949-12-31,strict_backbone
攻打厚余与庄志明牺牲,0,5,2,0,,,strict_backbone
宾川战役,0,1,1,0,,,strict_backbone
识字岭就义事件,0,2,2,0,,,strict_backbone
介绍学生去解放区,0,3,0,0,,,context_only
游击队武装斗争,1,9,4,0,,,strict_backbone
《1928年南溪农民暴动示意图》,1,2,2,0,,,strict_backbone
抗美援朝签名,0,1,0,0,,,context_only
反内战起义,2,3,2,0,,,strict_backbone
宣威解放,0,1,0,0,,,context_only
奇袭左墨香,0,3,1,0,,,strict_backbone
保家队,0,6,1,1,,,strict_backbone
苏中战役总结,0,3,0,0,,,context_only
襄樊八月十五日国民党反共斗争,0,3,1,0,,,strict_backbone
抗租抗暴运动,0,1,0,0,,,context_only
镇压反动分子,0,1,0,0,,,context_only
铜仁县第一次小教训练班,1,3,1,0,,,strict_backbone
暗民兵,0,2,0,0,,,context_only
工人运动,10,147,68,7,1924-01-01,1949-12-31,strict_backbone
武工队战斗事件,1,3,3,0,,,strict_backbone
抗捐要甲长斗争,0,2,2,0,,,strict_backbone
鄂北地区农民暴动,0,2,2,0,,,strict_backbone
缴获武器行动,0,6,3,1,,,strict_backbone
党员审查,0,3,0,1,,,context_only
东乡特支,0,2,2,0,,,strict_backbone
九月来信,0,6,1,0,,,strict_backbone
荣誉军人优待条例,0,5,0,0,,,context_only
鳄子洞防御战,0,2,2,0,,,strict_backbone
敌据点被包围,0,6,5,0,,,strict_backbone
抗战初期宿西武装建立,0,6,5,0,,,strict_backbone
中东路事件,0,2,0,0,,,context_only
吴山庙暴动,0,3,1,1,,,strict_backbone
蓝田文化界抗敌后援会,0,3,1,0,,,strict_backbone
三大纪律八项注意宣传,0,3,0,0,,,context_only
反苛政斗争,0,2,2,3,1940-01-01,1941-12-31,strict_backbone
渡江器材筹备,0,4,0,0,,,context_only
县政府成立大会,0,5,0,1,,,context_only
借粮打借条与知识分子参加劳动,0,1,0,0,,,context_only
武汉审讯事件,0,3,0,0,,,context_only
驱逐贪官路通学潮,0,2,2,0,,,strict_backbone
贵阳解放,1,27,7,0,,,strict_backbone
共产国际中央,0,3,0,0,,,context_only
丰都崇德乡农民武装暴动,1,5,5,0,,,strict_backbone
惩奸反霸运动,0,8,3,0,,,strict_backbone
湘南争论,0,5,0,0,,,context_only
皖北兵变,0,4,2,0,,,strict_backbone
纠察队组织,0,1,0,0,,,context_only
吃野菜竹筒与白皮红心,0,3,1,0,,,strict_backbone
滇桂军阀,0,3,0,1,,,context_only
丰都学生抗敌后援会筹备会成立,0,3,3,0,,,strict_backbone
溧水尤村会议,0,3,0,0,,,context_only
二渡赤水/再进遵义城,0,0,0,0,,,isolated
骆宾基事件,0,2,0,0,,,context_only
湘鄂粤赣四省农民秋收暴动,0,7,0,2,,,context_only
雁门关战斗,0,3,3,0,,,strict_backbone
南芜游击队三中队,0,6,0,1,,,context_only
党领导下的策反斗争与潼南解放,0,1,1,0,,,strict_backbone
七战区政治部干部训练班,0,5,1,0,,,strict_backbone
中共中央在两河口召开政治局会议,0,5,0,0,,,context_only
1934年11月清剿行动,0,3,1,0,,,strict_backbone
湘江之滨战斗,0,5,3,0,,,strict_backbone
革命领导权斗争,0,3,0,0,,,context_only
诉苦斗争,0,4,2,1,,,strict_backbone
机线设备保卫斗争,0,3,1,0,,,strict_backbone
湘西救亡运动,0,2,2,1,1930-01-01,1930-12-31,strict_backbone
动员上前线,0,2,2,0,,,strict_backbone
莒县战役,1,3,3,0,,,strict_backbone
两河口桥保卫战与桐牛桥坚守战,0,4,1,1,,,strict_backbone
遂宁抗日救亡运动,0,3,0,0,,,context_only
重庆谈判,21,602,175,6,1945-08-01,1945-08-31,strict_backbone
苏北抗战公学,1,2,2,0,,,strict_backbone
三八妇女节纪念大会,1,6,2,0,,,strict_backbone
破坏交通线,0,3,2,0,,,strict_backbone
皖北战争,0,2,0,0,,,context_only
绥宁剿匪战斗,0,4,4,0,,,strict_backbone
筹集枪支,0,12,6,0,,,strict_backbone
村童野读班,0,8,6,0,,,strict_backbone
游击江防大队成立,0,3,1,0,,,strict_backbone
三屋墩之战,0,2,2,0,,,strict_backbone
秀水农协小组,0,1,0,0,,,context_only
工农班,0,3,0,0,,,context_only
革命串联,1,3,1,0,,,strict_backbone
镇反肃特工作,2,2,2,0,,,strict_backbone
反抗斗争,0,5,0,0,,,context_only
音像宣传,0,3,0,0,,,context_only
建新村阻击战,0,3,0,0,,,context_only
革命斗争,1,41,8,1,,,strict_backbone
滇桂黔边区革命根据地建立,0,3,2,0,,,strict_backbone
阶级压迫,0,4,0,0,,,context_only
田坪交火战,0,6,2,1,,,strict_backbone
第三次反‘围剿’,4,36,26,2,,,strict_backbone
政治罢工,1,5,1,0,,,strict_backbone
反贪污运动,1,4,4,0,,,strict_backbone
京汉全路罢工,0,3,1,1,,,strict_backbone
锦屏和平解放与接收,1,6,4,0,,,strict_backbone
里下河抗日武装运动,0,2,1,0,,,strict_backbone
抗日宣传活动,5,32,11,0,,,strict_backbone
思想发动,0,4,1,0,,,strict_backbone
解散国民党反动组织,0,6,2,0,,,strict_backbone
国民革命运动,0,3,0,0,,,context_only
江古事件,0,3,0,0,,,context_only
救亡活动,0,4,1,1,,,strict_backbone
峨山武装起义,0,20,11,0,,,strict_backbone
争取伪军翻译密探、处决伪乡长,0,2,1,0,,,strict_backbone
题词,0,5,0,0,,,context_only
芋麦墩战斗,0,1,0,0,,,context_only
钟山乡红色政权的诞生,0,5,3,1,,,strict_backbone
铁路区工联,0,3,0,0,,,context_only
民主革命时期党在黔西南的活动,0,6,1,1,,,strict_backbone
黄家坝战斗,2,22,14,0,,,strict_backbone
武胜县黑耳场水洞湾战斗,0,1,0,0,,,context_only
剪短发运动,0,3,1,0,,,strict_backbone
双包到户农业生产责任制,0,3,0,0,,,context_only
中华人民共和国十月一日成立,0,3,1,0,,,strict_backbone
三次会议,0,1,0,0,,,context_only
扎西政治局扩大会议,0,8,3,0,1935-02-09,1935-02-09,strict_backbone
安徽反帝斗争,0,1,1,0,,,strict_backbone
益智社,0,3,0,0,,,context_only
农民协会成立及庆祝游行,0,1,0,0,,,context_only
地下党隐蔽斗争,0,1,1,0,,,strict_backbone
缴械事件,0,3,1,1,,,strict_backbone
临江路会议,0,3,0,0,,,context_only
张小圩战斗,0,3,0,1,,,context_only
红军处决反动势力事件,0,6,0,1,,,context_only
宣当自卫大队,0,6,0,0,,,context_only
鄂南农民暴动计划,0,3,1,0,,,strict_backbone
担架团总结评功授奖,0,2,2,0,,,strict_backbone
中共中央城市工作会议,0,3,2,1,1944-11-01,1944-11-30,strict_backbone
甘溪战役及后续追剿,0,4,2,0,,,strict_backbone
区乡干部整风班,0,2,0,0,,,context_only
桐城妇抗组织,0,3,0,0,,,context_only
阳明山起义军,1,7,4,0,,,strict_backbone
抵制洋货运动,0,3,2,1,1949-01-01,1949-12-31,strict_backbone
失业军官游行运动,0,1,0,0,,,context_only
1950年解放,0,2,2,0,1950-01-01,1950-12-31,strict_backbone
八一三上海抗战,0,3,1,1,,,strict_backbone
三县岭碉堡攻防战,0,2,2,0,,,strict_backbone
北阀军攻武汉,0,2,2,0,,,strict_backbone
南溪战斗,0,8,3,0,,,strict_backbone
黄(安)麻(城)起义,0,3,3,0,,,strict_backbone
戴桥战斗,0,3,0,1,,,context_only
配合186师剿匪,0,4,2,0,,,strict_backbone
清江战斗,0,4,0,0,,,context_only
1928年党组织遭破灭事件,0,3,1,0,,,strict_backbone
红军改造,0,2,2,0,,,strict_backbone
泸西地区革命工作,0,2,1,0,,,strict_backbone
工人武装恢复,0,3,0,0,,,context_only
宿西武装建立(阻击战),0,6,3,0,,,strict_backbone
红帮,0,1,0,0,,,context_only
万方楼会议,0,9,5,1,1935-01-01,1935-12-31,strict_backbone
宜城县解放,0,2,2,0,,,strict_backbone
黎榕从合围扫尾,0,3,0,0,,,context_only
达县特支,0,4,2,0,,,strict_backbone
《挺进报》案,0,3,1,0,,,strict_backbone
打倒土豪劣绅运动,0,12,5,2,1920-01-01,1920-12-31,strict_backbone
卓庄战斗,1,1,1,0,,,strict_backbone
红五军团成立,0,5,1,0,,,strict_backbone
挺进江北,0,5,2,2,,,strict_backbone
湘西游击战争,0,1,0,0,,,context_only
株洲农民运动,0,6,0,0,,,context_only
澧水防线构筑,0,3,0,0,,,context_only
陈赞贤惨案,0,2,0,0,,,context_only
导积水工程,1,4,2,0,,,strict_backbone
工会组织运动,0,1,0,0,,,context_only
人民公社化运动,0,3,2,0,,,strict_backbone
反对党八股运动,1,3,3,0,,,strict_backbone
党的一大筹备会议,0,3,0,1,,,context_only
八·一三抗战,1,5,3,0,,,strict_backbone
二四方面军会师,0,1,0,0,,,context_only
宣传鼓动群众,0,3,0,0,,,context_only
防汛救灾与太湖剿匪,0,1,0,0,,,context_only
县城暴动,0,5,4,0,,,strict_backbone
停止苛捐杂税,0,3,0,0,,,context_only
江西省第一次工人代表大会,0,2,0,0,,,context_only
解放贵州/云南/四川,0,0,0,0,,,isolated
民训运动,1,4,4,1,1938-01-01,1938-12-31,strict_backbone
八县土改革命团代表大会,0,3,1,0,,,strict_backbone
反对中央军暴行斗争,0,3,1,1,,,strict_backbone
大方解放斗争,0,3,1,1,,,strict_backbone
一救剧社,0,3,0,1,,,context_only
民族解放,0,3,0,0,,,context_only
爱国公约,0,3,1,0,,,strict_backbone
"红围内留,一齐开枪",0,1,0,0,,,context_only
城市职工运动,0,2,0,0,,,context_only
合围剿匪行动,2,6,2,0,,,strict_backbone
湖南政变,0,3,0,0,,,context_only
南坪集阻击战,0,6,2,1,,,strict_backbone
叛变投敌与冲山包围事件,0,3,0,0,,,context_only
群众选举运动,0,1,1,0,,,strict_backbone
临江战役,1,4,4,0,1930-01-01,1930-12-31,strict_backbone
敌我交火,0,3,1,0,,,strict_backbone
运粮活动,0,3,2,0,,,strict_backbone
后渠战斗,0,3,0,0,,,context_only
两边岩战斗,0,11,3,0,,,strict_backbone
解放南漳战役,0,3,3,0,,,strict_backbone
武装转移北上,0,3,1,1,,,strict_backbone
茅家岭暴动,3,24,8,1,,,strict_backbone
二五减租训令,0,7,4,0,,,strict_backbone
隆安战斗,0,3,3,0,,,strict_backbone
送子参军与荣立战功,0,2,0,0,,,context_only
亳城沦陷,0,2,2,0,,,strict_backbone
抗敌文化室,0,3,0,0,,,context_only
新民主主义建设,0,6,1,0,,,strict_backbone
川东临委江津财经小组,0,7,0,0,,,context_only
与国民党散兵游勇斗争,0,2,2,0,,,strict_backbone
农民武装训练,0,1,1,0,,,strict_backbone
万楼战斗,0,7,1,1,,,strict_backbone
北伐军支持斗争贪官污吏,0,1,1,0,,,strict_backbone
攻黄救邵,0,10,6,0,,,strict_backbone
蒋介石反革命政变,0,3,0,0,,,context_only
抗丁、抗粮、抗税活动,0,0,0,0,,,isolated
云门镇兵暴,0,3,0,0,,,context_only
回峰山战斗,3,11,6,0,,,strict_backbone
陬市工会组织成立,0,1,0,0,,,context_only
协和公署园被捕,0,2,0,0,,,context_only
抗美援朝作战,0,2,0,0,,,context_only
军工烈属救济,0,3,1,0,,,strict_backbone
七子之歌,0,6,0,0,,,context_only
麻阳战役,0,5,2,0,,,strict_backbone
新四军围攻伪据点战斗,1,6,3,0,,,strict_backbone
滇军与红军战斗,0,3,0,0,,,context_only
合编协议,0,4,4,0,,,strict_backbone
烧巴岩会议,0,3,0,0,,,context_only
雨花台烈士事迹,0,3,0,0,,,context_only
叱咤歌咏队,1,2,2,0,,,strict_backbone
申请入党与盘龙桥战役,0,1,1,0,,,strict_backbone
祁门金宁乡公所起义,0,2,2,0,,,strict_backbone
私营工商业改造,0,1,0,0,,,context_only
汉案追悼大会,0,1,0,0,,,context_only
八一三事变,1,19,6,1,,,strict_backbone
振兴赣南,0,3,1,1,,,strict_backbone
黄桥保卫战,0,2,2,0,,,strict_backbone
县党史资料征集座谈会,0,2,0,0,,,context_only
撤退下司与增援围堵,0,5,0,0,,,context_only
高台战斗,0,5,3,0,,,strict_backbone
黎川失守,0,5,1,0,,,strict_backbone
北区主力团,1,12,2,1,,,strict_backbone
高饶党权学习,0,2,2,0,,,strict_backbone
天高地区人民武装大检阅,1,4,4,0,,,strict_backbone
学生服务部,1,6,1,1,,,strict_backbone
龙陵会议,1,3,1,0,,,strict_backbone
重庆民主促进会,0,5,2,0,,,strict_backbone
反右补课运动,0,1,1,0,,,strict_backbone
王用周,1,1,1,0,,,strict_backbone
土改运动,5,83,46,4,,,strict_backbone
罗明路线,1,11,2,0,,,strict_backbone
智取桂东,1,3,1,0,,,strict_backbone
洋古坝军人大会,0,2,0,0,,,context_only
宿县起义,0,5,3,0,,,strict_backbone
宣传方法与技术,0,6,0,0,,,context_only
红军四渡赤水,0,30,0,0,,,context_only
少先队员军事训练,0,2,0,0,,,context_only
借鉴之社,2,2,2,0,,,strict_backbone
丘北县秧补战斗,0,1,1,0,,,strict_backbone
张家岗战斗,2,11,7,1,,,strict_backbone
大方解放斗争史座谈会,0,2,2,0,,,strict_backbone
发展教育事业,0,2,2,0,,,strict_backbone
云南人民讨蒋自救军第十大队,2,2,2,0,,,strict_backbone
程潜、陈明仁,0,0,0,0,,,isolated
抗日义勇军组织,0,3,0,0,,,context_only
昆明市军事接管,0,4,1,0,,,strict_backbone
开辟三南政策,0,3,0,0,,,context_only
发展接头户工作,0,3,1,0,,,strict_backbone
支前战斗/运送物资,0,8,1,0,,,strict_backbone
盘山合围部署,0,3,0,0,,,context_only
建立革命据点,0,1,1,0,,,strict_backbone
参军比赛,0,2,2,0,,,strict_backbone
坚持茅山地区留守斗争,0,5,2,1,,,strict_backbone
泸西地区反蒋武装斗争,0,20,5,0,,,strict_backbone
修灌溉渠,0,3,1,0,,,strict_backbone
反动标语斗争,0,6,0,1,,,context_only
统战工作,10,129,32,3,,,strict_backbone
安顺联络行动,0,1,1,0,,,strict_backbone
和平签名,0,2,0,0,,,context_only
民权保障同盟营救行动,0,6,0,0,,,context_only
焚毁敌人炮楼,0,2,1,0,,,strict_backbone
绍兴妇女营,0,6,0,0,,,context_only
化装脱险与上海联络站,0,3,0,0,,,context_only
烟税斗争,0,2,2,0,,,strict_backbone
湘南党的工作,0,3,1,0,,,strict_backbone
学生请愿复职运动,0,3,0,0,,,context_only
南京城郊反攻,0,3,1,1,,,strict_backbone
武汉教育界加薪改现运动,2,2,2,0,,,strict_backbone
三一七惨杀事件,0,2,0,0,,,context_only
镇海寺战斗,0,2,0,0,,,context_only
解决上溪口,0,3,0,0,,,context_only
南下支队和五师会师大会,0,1,0,0,,,context_only
苏中地方武装建设,0,9,6,1,1946-01-01,1946-12-31,strict_backbone
麻东暴乱,0,3,1,0,,,strict_backbone
反围剿与游击战争,0,6,0,0,,,context_only
皖北游击战争,0,1,0,0,,,context_only
民众运动,0,6,1,1,,,strict_backbone
淮涟游击大队,0,3,0,0,,,context_only
解放大军进入汉口市区,0,2,2,0,,,strict_backbone
召烤战斗,0,5,3,1,,,strict_backbone
钟山乡武装对抗,0,5,0,0,,,context_only
筹集粮食/分发给群众,0,1,1,0,,,strict_backbone
合法斗争与统一战线,0,2,0,0,,,context_only
上海各界人民代表会议,0,4,4,1,1949-01-01,1949-12-31,strict_backbone
铜梁师生罢课斗争,0,3,3,0,,,strict_backbone
南川农民武装暴动,0,5,2,0,,,strict_backbone
接管盐江,0,2,0,0,,,context_only
珠湖农民武装暴动,0,4,1,0,,,strict_backbone
上海政治罢工,0,5,3,1,,,strict_backbone
南昌学运,2,3,3,0,,,strict_backbone
"莱子,类型:事件, 位置:长江流域贵州段",0,1,1,0,,,strict_backbone
淮阴地区新民主主义革命斗争,0,2,0,0,,,context_only
牛集区队,0,1,0,0,,,context_only
老坪、东巩等地战斗,0,2,2,0,,,strict_backbone
东溪大血案,0,3,0,0,,,context_only
寿县游击队反“四害”斗争,0,2,2,0,,,strict_backbone
象达、平达等地宣传教育工作,0,1,1,0,,,strict_backbone
陈家坝地下组织,0,5,0,1,,,context_only
中国人民政治协商会议第一届全体纪要,0,1,0,0,,,context_only
贵州保安十二团第三营叛乱,0,2,2,0,,,strict_backbone
反六县联防清剿,0,1,0,0,,,context_only
围困富安镇战役,1,1,1,0,,,strict_backbone
龙门浩血案,1,4,3,0,,,strict_backbone
上海市第一次党代会议,0,3,3,0,,,strict_backbone
十二桥枪杀事件,0,1,1,0,,,strict_backbone
武汉三镇旧历年关暴动,0,3,3,0,,,strict_backbone
巴中县扩红运动,0,2,0,0,,,context_only
师宗警备大队,0,3,0,0,,,context_only
护校活动,0,3,0,0,,,context_only
江西暴动,0,10,8,1,,,strict_backbone
南坪城租减息工作,0,2,0,0,,,context_only
宜城人民革命运动,0,5,0,0,,,context_only
抢救浮桥,0,6,1,1,,,strict_backbone
查私缉私斗争,1,6,6,0,,,strict_backbone
革大校史编辑,0,1,1,0,,,strict_backbone
党史资料征集座谈会,2,17,10,0,,,strict_backbone
解释我军政策,0,5,2,0,,,strict_backbone
赤石事变,0,5,2,1,,,strict_backbone
武阳区春耕运动,0,4,4,1,1933-01-01,1933-12-31,strict_backbone
捐献抗日活动,0,3,2,0,,,strict_backbone
打枪坝会议,0,5,2,0,,,strict_backbone
淮宝地区斗争,0,3,0,0,,,context_only
大定县保卫斗争,0,1,1,0,,,strict_backbone
新店子剿匪斗争,0,3,2,0,,,strict_backbone
滇黔边境反蒋武装斗争,0,3,0,0,,,context_only
崔庄战斗,0,1,0,0,,,context_only
钢厂保卫战,0,5,3,1,,,strict_backbone
江西省委扩大会议,0,3,0,0,,,context_only
部务会议,0,1,1,0,,,strict_backbone
古打战斗回忆,0,1,0,0,,,context_only
红军带路事件,0,6,0,0,,,context_only
武装自卫运动,0,3,2,0,,,strict_backbone
鄱阳湖社,0,3,0,0,,,context_only
驱逐李伯英运动,0,2,2,0,,,strict_backbone
清烟毒,0,3,1,0,,,strict_backbone
和平解放锦屏城,2,2,2,1,1950-01-18,1950-01-18,strict_backbone
红一方面军长征过道县,0,3,0,0,,,context_only
苗寨剿匪战斗,0,3,3,0,,,strict_backbone
物价波动,0,3,0,0,,,context_only
北伐军进攻醴陵,0,6,2,0,,,strict_backbone
贵州革命党人武装起义,0,2,2,0,,,strict_backbone
花溪保卫战,0,3,3,0,,,strict_backbone
第三次上海工人武装起义,0,10,8,1,,,strict_backbone
鄂豫边土地法纲领实施细则,0,3,0,0,,,context_only
化装侦察智擒特务,0,3,3,0,,,strict_backbone
县革命委员会成立,0,3,0,0,,,context_only
打忠州决策会议,0,3,0,0,,,context_only
兵士联合会,0,2,0,0,,,context_only
向苏北进军征程,0,3,0,0,,,context_only
"星星之火,可以燎原",0,0,0,0,,,isolated
押送营部,0,1,0,0,,,context_only
打倒便衣队事件,0,1,0,0,,,context_only
附录与编后记,0,1,0,0,,,context_only
得胜山之战,0,3,0,0,,,context_only
金融贸易接管,0,3,2,0,,,strict_backbone
妇女解放歌,0,4,0,0,,,context_only
职业青年生会,0,3,1,0,,,strict_backbone
清乡军处决,0,2,2,0,,,strict_backbone
抗敌演剧队,0,7,3,0,,,strict_backbone
兵暴计划,0,3,0,0,,,context_only
南岳武装暴动,2,5,5,0,1928-03-01,1928-03-31,strict_backbone
普安抗日爱国运动,0,1,1,0,,,strict_backbone
汉口英美水兵枪杀和平民众事件,0,5,3,1,,,strict_backbone
新政协召开,0,3,0,0,,,context_only
炸毁淮河铁桥,0,2,0,0,,,context_only
朱驼河战斗,0,3,1,1,,,strict_backbone
短枪班战士,0,2,0,0,,,context_only
青年文工团,0,3,0,0,,,context_only
1927年国民党江西省第三党代表大会,0,3,0,0,,,context_only
《淮流》,2,9,4,1,,,strict_backbone
新政协会议,0,3,0,0,,,context_only
游击武装斗争,0,5,0,0,,,context_only
会匪联络,0,2,0,0,,,context_only
国民党华容第一次代表大会,1,2,2,0,,,strict_backbone
戒严任务,1,1,1,0,,,strict_backbone
检查工作,3,5,4,0,,,strict_backbone
天成圩战斗,0,1,1,0,,,strict_backbone
汪楼战斗,0,2,2,0,,,strict_backbone
均县剿匪战斗,0,2,2,0,,,strict_backbone
湖北省农民协会第一次代表大会,0,3,0,1,,,context_only
生产资料所有制社会主义改造,1,3,1,0,,,strict_backbone
火红起义,1,5,2,0,,,strict_backbone
破获巨型收发报机,0,3,2,0,,,strict_backbone
顺泸起义方案,0,5,4,0,,,strict_backbone
春荒抢米风潮,1,3,2,0,,,strict_backbone
蒙城灾民斗争,0,3,0,0,,,context_only
军干校学习与作战活动,0,5,2,0,,,strict_backbone
《读者园地》,0,3,0,0,,,context_only
白沙市战斗,0,2,2,0,,,strict_backbone
北沙战斗,0,2,2,0,,,strict_backbone
胡桥战斗,0,2,1,0,,,strict_backbone
澄锡虞三县联席会议,1,6,4,0,,,strict_backbone
抗日宣传与农民运动,0,2,2,0,,,strict_backbone
五二〇反饥饿反内战反迫害罢课斗争,0,3,0,0,,,context_only
攻占宿县战役,0,1,1,0,,,strict_backbone
红杨树战斗,0,5,5,0,,,strict_backbone
二野主力,0,3,0,0,,,context_only
武当山战斗,0,3,1,0,,,strict_backbone
五卅惨案反帝爱国斗争,0,1,1,0,,,strict_backbone
