主体ID,主体名,主体类型,谓词,客体ID,客体名,客体类型,省份,时间
IENT-53d0e8f487d6b783418c73fd,陈洪时,Person,led,IENT-4eefc95c1718b4810086afa8,湘赣省委,Organization,,
IENT-da5344fba19769d10b61dcef,红一方面军,Organization,active_at,IENT-c473c9d3a56dbc2652c5659c,赣江,Place,,
IENT-b7e46cfe553f1429ac47b336,耿 丹,Person,member_of,IENT-48ba4ca165ec89b9f4a5c37b,汉口特别市党部,Organization,湖北省,1926-11-01
IENT-3aa007df6add3f6fa995c9d3,黄端喜,Person,active_at,IENT-c37be28fbb5f775b01c6f721,姚家垅,Place,,
IENT-7389dad5a868965166c49870,肖克,Person,held_position_in,IENT-c7bd1389f818d432520bda65,红二方面军,Organization,,1927-08-01
IENT-e1803d6bd478f4c7575f63af,余辉,Person,guided,IENT-4e089fb400a2ff0074d4523b,护厂斗争,Event,,
IENT-453b43ef040c06772bbedf97,江鹭,Person,carried_out,IENTREPAIR-26e96269872cb12399ab629b,培养建党对象,Event,,
IENT-8bc251572756176a485f2952,江苏省委,Organization,guided,IENT-4c83428dd9b884feec1efa8b,徐海蚌特委,Organization,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,traveled_to,IENTREPAIR-1fd8b7563ff9efab740fada9,瓮安,AdministrativeRegion,,
IENT-b5859d6aecf6adfe81abb60c,罗炳辉,Person,active_at,IENT-6da3a94d163b708392cf5aac,津浦路东,Place,,
IENT-892e531478f1e1ccd59721a9,杜重远,Person,edited,IENT-4119af357154df86f271b1cc,《生活》周刊,Document,,
IENT-5f367ca744a93f29000806a6,红军,Organization,captured,IENT-df1e39594753380376feabb4,剑河县城,Place,,
IENT-aab2425fcc4c4a28c9e12ef2,蔡应达,Person,contacted,IENT-898963b8b3214ba729a4cfe2,陈XX,Person,,
IENT-e95bb772acfa2b7989e9478a,蒋仁风,Person,active_at,IENT-fbe7b6dc989e53a456cfedd9,自贡盐场,Place,,
IENT-1cd5a9a34e2bd0e6bf772252,孔晓楼,Person,contacted,IENT-c133f675f83a3a0a8dae4170,黄竹青,Person,,
IENT-42a08c4ec21a58e80f2955da,李鸣珂,Person,led,IENT-45c346b5eb315cfafb64ac44,双江起义,Event,,
IENT-0abe3a576e96297a9f63add9,邓小平,Person,held_position_in,IENT-c281596ad2519e4b68f4462c,中共中央西南局,Organization,,
IENT-56f31414d183c652bd31175f,俞德,Person,dispatched,IENT-bd5d221f238c5dfbc2662e23,南京工作部,Organization,江苏省,
IENT-feef0b9f545ff4d73b8ed1b8,任纪汉,Person,active_at,IENT-cb4bbbf49dc48e9828b96b0a,湘阴县,Place,,
IENT-8761dda95f1e0a6f9fe5658b,方金城,Person,active_at,IENT-9a6dcf82b0e646b31f08c760,黑摸埡,Place,,
IENT-f90c1132d58cf213b956be88,赣东北省委,Organization,governed,IENT-546ae614b73a448326c1b6d6,赣东北苏区,Place,,
IENT-d00fa6b3df5c7790afad9e28,胡仁辉,Person,worked_at,IENT-54e5091c8bea0cec151e4580,赣东北省,Place,,
IENT-615f6daed2f83664e143d5c5,四大队,Organization,organized,IENT-432efbed80a9f3f4684cb319,贡山办事处,Organization,,
IENT-59d9594d3dca70765372e357,刘爱农,Person,led,IENT-1f945a37b0d8e4cdd09fd0c6,衡山县农民协会,Organization,,
IENT-792aa9dc6dacc7270ffc1b9e,蹇先艾,Person,organized,IENT-60f413b1e4b12d338eba787b,文协贵阳分会成立,Event,,
IENT-383c6404b15498eabba90fb9,徐国华,Person,opposed,IENT-e51e8cf2b33974ba571faa56,学生会,Organization,,
IENT-07bab4d729f57fde40f1f875,红军宣传队,Organization,active_at,IENT-3ceb10df45ff609c6cfead94,箭头垭,Place,,
IENT-0895f656eed436fdcb75cb76,张孟希,Person,captured,IENT-e0485d143fcd83fae4347a3d,江城,Place,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,active_at,IENT-3034fc1cfa933ea547329ec9,晃县(今新晃),Place,,
IENT-8dde7b47864b0f72aef5fc15,李振鹏,Person,active_at,IENT-5e23363319d690773ff27dbf,大义山区,Place,,
IENT-1c4504b172f958919135971b,蒲和生,Person,active_at,IENT-4df60644c43c4ad8998158f8,泸阳,Place,,
IENT-206c4df6f6defc3264069767,吕再禾,Person,opposed,IENT-48886ec983e88c9b1e3c54c0,金长毛,Person,,
IENT-7c220aec763d801c360b2ba4,红军江西独立第五师,Organization,liberated,IENT-a0d3f52c5995e6a1335134b3,新干革命根据地,Place,,1933-04-01
IENT-f0d65eaae39dbeccbd07bbb7,杨守笃,Person,active_at,IENT-d445dc9f4b87bd7a582f5f9e,陆良-平彝游击区,Place,,
IENT-746c1af3c28ae8ef58376925,武汉地下市委,Organization,led,IENT-e2bc9471b0899d4e6464d013,人民解放先锋队小组,Event,湖北省,1945-08-16
IENT-3d369ec93a4ae186331088a2,张天汉,Person,active_at,IENT-1f0473fc8c571dd866ca7899,石缸湾,Place,,
IENT-44d655ef551fbe441693984f,万年县委,Organization,dispatched,IENT-a1690e7d6d911ef6d428d840,方桂荣,Person,,
IENT-9d65213289e9cc2fabd3a318,叶挺,Person,commanded,IENT-e39646960007580c7b584dee,平定夏斗寅叛乱,Event,,
IENT-bbc8e3519eabc1563db3d6bd,陈世昌,Person,led,IENT-5cbe7aa55364946a36ee1821,滇南易门游击大队,Organization,云南省,
IENT-23dc46d842654fb499a0c698,陈毅,Person,held_position_in,IENT-f29229bffee7c11b50bfc7be,苏北指挥部,Organization,,
IENT-b2d00ff37947e93a2bc85367,王朴,Person,contacted,IENT-9eb9543cea22234343d81074,王镜明,Person,,
IENT-c667d7ee4cfce52b9b293fd1,陈云庵,Person,died_at,IENT-987e34d7cdf5976d60adda6e,万县城,Place,,
IENTREPAIR-ea907d14f3b036e01a60a353,陈为政,Person,responsible_for,IENT-ffb2e03892eceb82c6731d1d,成立红军医院与中草药治疗,Organization,,
IENT-de874e45f06467416a577aa2,王步文,Person,active_at,IENT-04fa7fcb220ed64407430f45,衙前,Place,,
IENT-a298b72c3dccd60e441df504,何孟雄,Person,participated_in,IENT-0a906d28f0ee69ea29186345,中共六届三中全会,Event,,1930-09-01
IENT-7da5eeec776e32f52448e6f2,江俊文,Person,organized,IENT-6d3f843de5557130663fcce5,秋暴计划,Event,江西省,1927-09-01
IENT-53b7cd8dcd954eaa31c8bea4,邓中夏,Person,participated_in,IENT-7b62f5048e58719c0254514b,中共五大,Event,湖北省,1927-04-01
IENT-84048dcb53b39f224bbbd289,黄炳先,Person,active_at,IENT-97984e8d28dcc6d1b26e0d3c,贵州兴义兰花山,Place,,
IENT-61c9cb9b539c46ea3d09b648,蒋安邦,Person,active_at,IENT-66cb1e34f727f7d7b5899008,桂阳,Place,,
IENT-38d0875468bdbbe48cc9b722,余金德,Person,active_at,IENT-02115210028c9858f253b33a,化婺德地区,Place,,
IENT-2ff71e100517a0ecd205e8e4,邓止戈,Person,led,IENT-e6b5487f64c83936c01463fd,毕节支部,Organization,,
IENT-d275c5217d3fd111ae48236e,罗洪恩,Person,active_at,IENT-94693cff11d56c0a0027d73b,中江县,Place,,
IENT-5268cedb0304e614365800f5,余华,Person,led,IENT-05e4a4e4cc50156817c5d8c0,休黟特支,Organization,安徽省,
IENT-64459357207ed4769662374a,孙扶光,Person,influenced,IENT-262de1e982de56580386df61,红军转战贵州,Organization,贵州省,1927-08-01
IENT-274b83d51ec24bf255cc549b,皖北特委,Organization,organized,IENT-4125097da20debc5d23acc78,阜阳武装暴动,Event,,
IENT-e9f01c49576e10e2ddc45fa5,廖梅修,Person,active_at,IENT-943e76e5cbfb111236513ad3,万载鸡爪岭,Place,,
IENT-37e0eb5490863141f7555992,王春园,Person,led,IENT-ea95b32c57d64c27f6d9976a,烈山煤矿工人罢工,Event,,
IENT-eeb6ed51b51b05f84066521b,孙津川,Person,active_at,IENT-dd1e4bc21a2ee5b89611722d,浦口,Place,,
IENT-ebf781045a00f839e9461529,南京地下党,Organization,organized,IENT-5b41ca8f67fc4ed413f61bbb,‘五·一’纪念活动,Event,江苏省,1948-01-01
IENT-8327d3a1577b179696fe5125,毛泽东,Person,participated_in,IENT-83a038dc10def8f85a424fba,中共一大,Event,,
IENT-7dce9d7a91670b7c90105f8b,吴举宜,Person,active_at,IENT-cb42285a92b3511437800765,东原公司,Place,,
IENT-0b0b9f9ede7c855bec814e6b,李绍华,Person,active_at,IENT-c33fc5925d80024cd6956cd5,仁怀县,Place,,
IENT-c27c5e6ee2681490d96537bc,王顺庭,Person,active_at,IENT-80d212e9c9bbaa0ad4e7fa75,皮家场坝子,Place,,
IENT-8f49d0525dc2bcd0e4b4b22f,临时中央,Organization,opposed,IENT-fa1f20707b467ca3066b03fb,赣南会议,Event,,
IENT-c2d566e1357c128005f84196,项英,Person,led,IENT-9b8edc516ea2f71a19049230,南方三年游击战争,Event,,
IENT-ec64b832a788b242fd78e057,人民解放军西进云南,Organization,influenced,IENT-3567aa7546ff0ea23d0ab2c7,盘县办事处,Organization,,
IENT-7354388acbc4baf37d6f494f,魏野畴,Person,active_at,IENT-44a7d77159f5fa01715b4c44,安徽太和县,Place,,
IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,led,IENT-3b9c5c430eb378143eec180e,安福县农民协会,Organization,,
IENT-a4a394ae6046bf3b5a92fac4,淞沪抗战,Event,occurred_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-53f32495f57b769cc00fe375,刘英泰,Person,active_at,IENT-f7cf1e5b064634a9168b242a,青杠林,Place,,
IENT-ed72072b790e7bd19024448a,董毓华,Person,collaborated_with,IENT-9934ea42692a968cfd04271b,陈博,Person,,
IENT-5eb22321c7039d2e2f584b3e,张炽,Person,imprisoned_at,IENT-f42b03ca6abb75a5b73d547a,南京中央军人监狱,Institution,,
IENT-8cec23acf0264dd1465b9dba,李智德,Person,active_at,IENT-e4961e9448591518246def0a,柏树垭,Place,,
IENT-d1e1337a62971c7a5ffffeb8,赵促成,Person,organized,IENT-358dc11564c9f39dab1c9f12,织金中学,Institution,,
IENT-52ec0af19309f7f72b0cd153,红军独立团,Organization,captured,IENT-2579717a817f92110b88f311,上饶城,Place,,
IENT-a143d083cc86ddb910380019,仁济护校师生,Organization,participated_in,IENT-aad4501d0927e441fdf515a8,反美抗暴示威万人大游行,Event,,1947-01-01
IENT-f220837301bb0b80e18d0604,陈敬续,Person,contacted,IENT-d8feea4ba28831b10633765d,王达,Person,,
IENT-769d0ae44505e5be780ccdcb,牟克波,Person,contacted,IENT-b3cf1c8cc05d6f8e385fc90e,周礼明,Person,,
IENT-7a22c947e4b8ba228484a0fc,香炉山战斗,Event,occurred_at,IENT-0b955c60e49702d8354546c0,香炉山,Place,,
IENT-073c42d55fa76044aabd2ea5,云南省工委,Organization,led,IENT-b873d5bdd71a9e786bbef170,昭通地下党,Organization,云南省,
IENT-37a09fe542695577d56cb072,剧校党支部,Organization,member_of,IENT-5c900797469d2184af8acd49,川康特委,Organization,四川省,
IENT-38a1302f29e05679cb2c7213,陈纯翠,Person,organized,IENT-e76ebb9a9bef510d43ae182a,澧县第六区委员会,Organization,,
IENT-bfb171b4380870d3320d06d7,李涛,Person,supported,IENT-4bb88dff359194ef2e7bed5a,湘鄂赣省委,Organization,,
IENT-ba8723a468a6d9ee3e3b7b25,舒传贤,Person,active_at,IENT-718d1af0192e293f4b9c43ca,皖西,Place,,
IENT-0f067ccd65a04dfff69d10eb,瞿秋白,Person,participated_in,IENT-6f48694640d9c4417bf5b372,文化运动,Event,,
IENT-26d99c14188860f78658d086,何长工,Person,responsible_for,IENT-ec84614316454eec5e62bf55,王佐部队,Organization,,
IENT-99cb116cce4825b1617a3714,陶行知,Person,led,IENT-698ba13ab34dea5fa22c4971,育才学校,Institution,,
IENT-dd84c574cd7b61b1393884f1,何忠钿,Person,contacted,IENT-985ce8e294d3246cd2d14650,冯斌,Person,,
IENT-c74da419016fe63f7c13d429,红军渡金沙江,Organization,active_at,IENT-50e3dce88b4f343aae3bb6af,金沙江,Place,,
IENT-d4429e4772eea3d30cc3628d,中共江西省委,Organization,led,IENT-c207b2e74d63b9128f0ce80c,万安农民暴动,Event,,
IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,organized,IENT-8273764c96fcdcc20d7f750b,九区青年社,Organization,,
IENT-1597d9d7d3471c9334b60b5f,张茹莘,Person,worked_at,IENT-268f82298051c4b5384c73e0,北碚,Place,,
IENT-6efa7342133509c20b757cba,廖林生,Person,created,IENT-f145797382121e736bea6b8e,中共荣昌县委,Organization,,
IENT-e920e6e835c7fd19a1e00ecb,禄发奎,Person,born_at,IENT-8a1b78e26ef18716e8e13d6a,贵州省威宁县四甫乡,Place,,
IENT-ebfd5b029e95c123d24c89fa,程光荫,Person,member_of,IENT-d37a9c3510214d2c3282089b,南昌城工部,Organization,,
IENT-7574fcd2ce539ae2ac912752,陈以承,Person,worked_at,IENT-a10fc48fec397262d3de3356,嘉陵煤球厂,Place,,
IENT-7b4de54422f502049a7ede58,青神党组织,Organization,led,IENT-b051076fefdf7a2634c630ce,反捐税斗争,Event,,1928-01-01
IENT-0dd1b648e570d038f5645925,卢天放,Person,opposed,IENT-d1c1e24ff96c9ecc50c04ce2,罗人骥,Person,,
ITOPIC-67adff29428e5ed6feb15c85,李狄三精神,Spirit,has_value_facet,ITOPIC-656bf65d8ed7ac0ff6c0b735,崇高品德,ValueFacet,,
IENT-684180d30c1a1a5b25d62992,卯时云,Person,active_at,IENT-f91294e9d6a8653e89e52605,毕节,Place,,
IENT-605fb210bcbe2333c4f92e46,朱耀宗,Person,responsible_for,IENT-b8b459cc566eb7f133284dfa,三重堰,Place,,
IENT-0047edc7db11dcc62e0930d0,张凤吉,Person,led,IENT-c067e7c330f09e34009904d8,昭通全县进军委员会,Organization,,
IENT-8d5889fc415c16a1e8aa6c76,蒋开榜,Person,led,IENT-097a4541aa0814563362c1fc,云南教贫义勇军第一师,Organization,,
IENT-5daa4b1579ff355dcd9bef00,王国武,Person,active_at,IENT-d994fcbd0ed32cd5a21049ab,从江县,Place,,
IENT-9a1d5c2912fa1080a3045474,成都支部,Organization,member_of,IENT-72e32df045f92a97708ea5c0,中共中央,Organization,,
IENT-dd0a24c1c31de6c185122dc9,王元辉,Person,opposed,IENT-27dc31de3463bc3e3ccd03aa,刘天锡,Person,,
IENT-5a142f80eae54a39554f6611,陈赓,Person,led,IENT-9ebd294de6d2489ae798c05a,滇桂黔边区纵队,Organization,云南省,
IENT-75fce15faec7e598c3954679,周礼珍,Person,participated_in,IENT-42982db4cdb8ba56a1bdaef6,'读书会',Event,,
IENT-de65ecc420f7914387abc2bd,李健,Person,supported,IENT-f124784ef933b6c8d4d9e24f,南昌解放,Event,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,led,IENT-857a8468c8fbd007af77d0a2,新泉整训,Event,,1927-08-01
IENT-f0d65eaae39dbeccbd07bbb7,杨守笃,Person,active_at,IENT-53308db33ed3d1e090e2cbfd,纳章,Place,,
ITOPIC-de9917e7f02430ac68ed5859,实事求是精神(岳麓书院精神),Spirit,has_value_facet,ITOPIC-cde7fca623cb1bc56b1aade8,传道济民,ValueFacet,,
IENT-dc8f24e1b119f5121a211a43,俞祥春,Person,led,IENT-633801b713e4139d6e3cf27e,信江支队,Organization,,
IENT-28c85bc6f726083163a02c54,皖浙赣边区三年游击战争,Event,occurred_at,IENT-384b880008915f833b155805,鄣公山,Place,,
IENT-b68e5c15109c1cf1b01817d6,殷禄才,Person,member_of,IENT-e465a7cddbc42b374b237dad,中国工农红军川滇黔边区游击纵队云南支队,Organization,,
IENT-9eaafaf77f9284990691dab5,十七师,Organization,fought_at,IENT-f895ffd542958b87017850c8,将军山,Place,,
IENT-3ac561cbe2fa961ed24a6baf,龙超清,Person,active_at,IENTREPAIR-d8d1d837f600e8aacaa7b8db,宁冈县,AdministrativeRegion,,
IENT-41cd38f648662b935a940fc3,张致中,Person,active_at,IENT-41b8a328fda3b93e2e9b298e,一平浪腰站,Place,,
IENT-d7fe5da283ddb3921eee75b6,潘伯衡,Person,active_at,IENT-6b7d0743e20d8dd790cc46ac,雷山县城,Place,,
IENT-af03fefeca674524e091676e,贵州省工委,Organization,dispatched,IENT-584227990b22012dcdc3ed49,张立,Person,贵州省,
IENT-72f6c87cc13e16041c588544,张生永,Person,active_at,IENT-ea8c944eb96118b27e2d0035,水土镇,Place,,
IENT-5451f944ffc548bd4b0903f4,邱建修,Person,active_at,IENT-fe662e74f09b5590bd52b77f,蒲家场,Place,,
IENT-3ba62f32447a68d602e3017d,朱家璧,Person,led,IENT-c43254c9ad14942f29a64a65,云南人民讨蒋自救军第1纵队,Organization,云南省,
IENT-3d369ec93a4ae186331088a2,张天汉,Person,active_at,IENTREPAIR-8d424ea2dffa1fb7eec4c91a,绵阳,AdministrativeRegion,,
IENT-75ed7d895489a8b5df764407,李曜九,Person,contacted,IENT-586e9074c4e05cacbb9a512d,张其箴,Person,,
IENT-a730aefec7cf53564410c73a,荣增明,Person,worked_at,IENT-3a2d002442fb3e6df8246357,豫丰纱厂,Place,,
IENT-e5b62a86c070e4c09180df61,张云逸,Person,led,IENT-4f037addf1f5410d4e220b62,江北指挥部,Organization,,
IENT-f1fca4923ff1f67ada28270d,侯思德,Person,active_at,IENT-bf41492cb8cc4eb0972c0383,黄泥河,Place,,
IENT-9f303c277a23e9987d69c17f,周建屏,Person,fought_at,IENT-6d12752eadfc01137bc1a486,关王殿,Place,,
IENT-a1c89ee8e312da9b24d71108,刘鼎三,Person,active_at,IENT-41f4460cb0034569808f3e6f,均县青山漕区,Place,,
IENT-5229f8d46d8ef6ae01ce51d3,中共广济县委,Organization,led,IENT-7d68619039e33eafc2bbcc57,广济农民起义,Event,湖北省,
IENT-78e625ed0502f48ab2aeab1e,赵子兴,Person,participated_in,IENT-862f5e617d64a27bb2087fa4,麻浦区抗日民主政权,Event,,
IENT-41db7cd8cbb8f4c56d17772a,黄大陆,Person,introduced,IENT-96b62f296ada1b4d70e7ecb3,方献祥,Person,,
IENT-956ee02665ffaf51b92be9e1,余松,Person,held_position_in,IENT-f837674d56c1f63dfec1428f,车佛南总支委员会,Organization,,
IENT-7c3277080f3ffbe948688599,李开国,Person,active_at,IENT-cf7c8a4e9ad881383cc84891,会理县,Place,,
IENT-35191d291af602a9e8aee558,刘建章,Person,held_position_in,IENT-e665a8c43d3b36411a7e7612,江汉区党委,Organization,湖北省,
IENT-7b38b4fab3fd1d352b82fbeb,黄天元,Person,participated_in,IENT-decd46e7b7e55ccdc2559f83,三台地区农民暴动,Event,四川省,1933-01-01
IENT-940379bf7a724993f4aef52b,赵再田,Person,active_at,IENT-17a45c979c9b95bf4166be33,灵城,Place,,
IENT-f96876254d2762965edc9816,青年协进会,Event,occurred_at,IENT-02992d33e55728a9557a7ace,元兴乡八角庙,Place,,
IENT-6a8a20114540e669bb2e563c,陈俊卿,Person,collaborated_with,IENT-2b85d9dac29922c8a9abddb3,丁地平,Person,,
IENT-b8c4abe8553820804fd272a1,蒋先云,Person,participated_in,IENT-737343868e8d6f17f67f5beb,第二次北伐,Event,,1924-01-01
IENT-8c56d767bce3095a71756cff,红九军团猫场战斗烈士纪念碑,Artifact,commemorates,IENT-7e35de516c3af07e4f112428,猫场战斗,Event,,
IENT-8b72c2a07ec09b01bf6e6e43,北伐军,Organization,fought_at,IENT-c473c9d3a56dbc2652c5659c,赣江,Place,,
IENT-8c7ae0d49396a73d2083594d,何琦,Person,active_at,IENT-3098ceb11b547724a9a94697,綦江,Place,,
IENT-a374bb6b34a9d687519aa485,潘佑强,Person,opposed,IENT-3258706380f78e3b5ad33399,益阳和平解放,Event,,
IENT-e6df31594a40b396f7846190,杨第甫,Person,guided,IENT-9035da5d156952da62cf74fe,南秋,Person,,
IENT-0ff37b0554d99e54044aced9,赵礼生,Person,led,IENT-311222511233b1335b36f666,开化县苏维埃政府,Organization,,
IENT-6f23b527d9be45642bb179dc,廖承志,Person,traveled_to,IENT-a2f256a0f3f83395c7c24eb0,川陕革命根据地,Place,,1927-08-01
IENT-e5b62a86c070e4c09180df61,张云逸,Person,participated_in,IENT-0e896576232ca86485ddfa5e,百色起义,Event,广西壮族自治区,
IENT-e53055aee182f0a4ed63c880,林祥谦,Person,led,IENT-572ce5ee8396c3bb16ef9757,京汉铁路工人大罢工,Event,,
IENT-5862cba1b0c2111b1410d254,黄靖,Person,traveled_to,IENT-5649c54aa8fcfeba220c6f80,黄浦江码头,Place,,
IENT-507da88a44f3d790161f91b5,王选才,Person,participated_in,IENT-f7ce52f0cb023a168b921f71,土匪叛乱策划与暴乱部署,Event,,
IENT-6620978f33628c0854ea80bb,中共滇西工委,Organization,organized,IENT-c972c758b71330adf6245f48,通兰人民自卫大队,Organization,,
IENT-ae974f8a7427c3291a9b02de,赵国徽,Person,led,IENT-c43254c9ad14942f29a64a65,云南人民讨蒋自救军第1纵队,Organization,云南省,
IENT-b93002f303ab8c61371b1658,施洋,Person,active_at,IENT-4523b75f4774d0d494088770,武昌徐家棚,Place,,
IENT-2e73ebaa3bb431a10d44dad0,李犹龙,Person,supported,IENT-0a88658fd6f4f4dc0e4e3276,王敏,Person,,
IENT-19d7099a8c66363bb487cce6,曹贵怀,Person,participated_in,IENT-6007911a94d9affe78f3ba86,湘南起义,Event,,
IENT-71a494bd724065596c2e3f8b,柯庆施,Person,led,IENT-9b9830d3787e6f77db6d781b,安庆支部,Organization,,
IENT-d37a9c3510214d2c3282089b,南昌城工部,Organization,appointed,IENT-de65ecc420f7914387abc2bd,李健,Person,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,led,IENT-851df15af25ae2342a41ee65,东渡乌江,Event,,
IENT-a6ae7e4cde85525d8364b3df,李宗仁,Person,active_at,IENTREPAIR-caf0eebc1ecbb977c738bc38,六安,AdministrativeRegion,,
IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,active_at,IENT-ba9703599646ae63cd6b9f30,窖头村,Place,,
IENT-5a9f02d95e49011057ef71ad,林祥治,Person,worked_at,IENT-49c06d7462a11b3a988d170c,清水地区,Place,,
IENT-4c1ef14b56df1c6660d93d4e,戴德明,Person,died_at,IENT-56f186fe5a5df03154923bbc,蒙自,Place,,1929-05-01
IENT-8e7538539c0a7fff53de4c16,宁起勋,Person,active_at,IENT-85a48eb52fac1e07e88e290c,安顺,Place,,
IENT-e219e910524ba33415e14676,平江惨案,Event,occurred_at,IENTREPAIR-069ead56a3ae256c9b1e2023,湖南,AdministrativeRegion,,
IENT-b7c0cddfdfe7f313229ad577,国立中正大学学生,Institution,participated_in,IENT-07a2ad337d9246e733fe87a6,南昌学运,Event,江西省,1947-02-01
IENT-5f367ca744a93f29000806a6,红军,Organization,active_at,IENT-b6c7a60a3a644d74a6d2037b,黔南地区,Place,,
IENT-1ef1dd2ca60c103bc60a2b4f,唐志远,Person,active_at,IENT-29a6fa634cde1cc1bd5692f5,千佛寺,Place,,
IENT-cb57c16c64060b8fd4bd5d28,万安青年学会,Organization,authored,IENT-bcf1b0c5c217f96a31ba201e,《青年》杂志,Document,,
IENT-ebe25beeccb8b7424f7e8078,六军团,Organization,participated_in,IENT-3a56160c162e75240339b6a9,将军山之战,Event,,
IENT-a4e46c928d06917faf0da2b7,徐天恩,Person,created,IENT-c9cce07225bfa132f93f867e,安顺游击队领导小组,Organization,,
IENT-3ed3944f0466120099148006,张静如,Person,recruited,IENT-bf8bd1cd2234a2cc845a7bf8,康电,Person,,
IENT-313dbdefa598c3e2f56f1e97,廖如愿,Person,led,IENT-644000185ea4efbd23017772,中共常德特别支部,Organization,,
IENT-079592e2364c564e8f3e50a5,边纵第七支队,Organization,participated_in,IENT-179a0ba25366b90461386ccc,西昌战役,Event,云南省,1945-08-16
IENT-7389dad5a868965166c49870,肖克,Person,visited,IENT-a97f69252823c6efec4fdd2e,木瓜寨渡口,Place,,
IENT-a7f8790c801d6a10406b3325,湘西工委,Organization,led,IENT-858b0f9d90c4a405685e3334,湖南人民解放突击总队,Event,,
IENT-ebe25beeccb8b7424f7e8078,六军团,Organization,opposed,IENT-481f9b4b535c7c039c4ecf66,敌李觉纵队,Organization,,
IENT-de17d810316107ac2ce6f174,柴爱国,Person,collaborated_with,IENT-d9ad4ae0879b3bd19a75d604,王占元,Person,,
IENT-0ceb201cd06f3d8e68551fd8,敖代芬,Person,opposed,IENT-fea93884f66b313a9c7c9c7d,赵懋芸,Person,,
